zone,groupe,roche,AlphaZone,AlphaGroupe,AlphaRoche,AlphaDescriptRoche,AlphaLabel,nature,type,longueur,largeur,epaisseur,orientation,nom,num Chippendale,nom Bicknell,Notes,LabelSect,X_L2e,Y_L2e,Z,Géographie,Plan,Image
17,2,49@d,XVII,II,49 ?,49delta,ZXVII.GII.R 49 ?,GS,None,,,,None,,,,,Fo,1010435.863,1912414.682,2448.66,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR49@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,50@a,XVII,II,50 ?,50alpha,ZXVII.GII.R 50 ?,G,A,,,,None,,,,,Fo,1010482.694,1912377.66,2430,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR50@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,51@a,XVII,II,51 ?,51alpha,ZXVII.GII.R 51 ?,GS,None,,,,None,,,,,Fo,1010456.268,1912373.268,2437.68,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR51@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,51@b,XVII,II,51 ?,51beta,ZXVII.GII.R 51 ?,GS,None,,,,None,,,,,Fo,1010463.825,1912368.129,2433.63,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR51@b-fig 1.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,52@a,XVII,II,52 ?,52alpha,ZXVII.GII.R 52 ?,GS,None,,,,None,,,,,Fo,1010561.309,1912376.748,2409.46,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR52@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,52@b,XVII,II,52 ?,52beta,ZXVII.GII.R 52 ?,GS,None,,,,None,,,,,Fo,1010558.141,1912376.137,2410,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR52@b-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,52@c,XVII,II,52 ?,52gamma,ZXVII.GII.R 52 ?,GS,None,,,,None,,,,,Fo,1010557.536,1912356.491,2406.01,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR52@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,53@a,XVII,II,53 ?,53alpha,ZXVII.GII.R 53 ?,GS,A,,,,None,,,,,Fo,1010579.496,1912333.219,2390,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR53@a.gif,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR53@a\P9070066.JPG
17,2,54@a,XVII,II,54 ?,54alpha,ZXVII.GII.R 54 ?,GS,None,,,,None,,,,,Fo,1010595.252,1912334.732,2390,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR54@a-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,54@b,XVII,II,54 ?,54beta,ZXVII.GII.R 54 ?,SG,A,,,,None,,,,,Fo,1010599.153,1912336.501,2390,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR54@b-fig 1-7.jpg,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR54@b\P9130097.JPG
17,2,54@c,XVII,II,54 ?,54gamma,ZXVII.GII.R 54 ?,G,None,,,,None,,,,,Fo,1010612.445,1912338.759,2387.49,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR54@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,54@d,XVII,II,54 ?,54delta,ZXVII.GII.R 54 ?,GS,A,,,,None,,,,,Fo,1010614.134,1912343.694,2387.83,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR54@d.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,54@e,XVII,II,54 ?,54epsilon,ZXVII.GII.R 54 ?,GS,None,,,,None,Roche du poignard isolé,,,,Fo,1010596.789,1912349.757,2390,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR54@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,55@a,XVII,II,55 ?,55alpha,ZXVII.GII.R 55 ?,SG,None,,,,None,,,,,Fo,1010656.79,1912336.262,2373.89,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR55@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,55@b,XVII,II,55 ?,55beta,ZXVII.GII.R 55 ?,S,None,,,,None,,,,,Fo,1010640.213,1912350.483,2383.48,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR55@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,55@c,XVII,II,55 ?,55gamma,ZXVII.GII.R 55 ?,S,None,,,,None,,,,,Fo,1010638.324,1912347.649,2382.87,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR55@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,55@d,XVII,II,55 ?,55delta,ZXVII.GII.R 55 ?,S,None,,,,None,,,,,Fo,1010637.379,1912343.681,2381.6,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR55@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,55@e,XVII,II,55 ?,55epsilon,ZXVII.GII.R 55 ?,SG,None,,,,None,,,,,Fo,1010635.49,1912357.663,2387.53,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR55@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,55@g,XVII,II,55 ?,55eta,ZXVII.GII.R 55 ?,S,None,,,,None,,,,,Fo,1010635.301,1912354.262,2386.37,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR55@g-Fab.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,55@h,XVII,II,55 ?,55theta,ZXVII.GII.R 55 ?,SG,None,,,,None,,,,,Fo,1010640.78,1912354.451,2385.02,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR55@h.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,55@x,XVII,II,55 ?,55omega,ZXVII.GII.R 55 ?,S,None,,,,None,,,,,Fo,1010634.923,1912350.483,2385.11,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR55@x.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,56@a,XVII,II,56 ?,56alpha,ZXVII.GII.R 56 ?,GS,None,,,,None,,,,,Fo,1010682.23,1912337.623,2370,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR56@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,56@b,XVII,II,56 ?,56beta,ZXVII.GII.R 56 ?,SG,None,,,,None,,,,,Fo,1010666.879,1912320.958,2370,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR56@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,56@c,XVII,II,56 ?,56gamma,ZXVII.GII.R 56 ?,SG,None,,,,None,,,,,Fo,1010669.335,1912321.147,2370,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR56@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,56@d,XVII,II,56 ?,56delta,ZXVII.GII.R 56 ?,GS,None,,,,None,,,,,Fo,1010677.034,1912287.162,2370,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR56@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,57@a,XVII,II,57 ?,57alpha,ZXVII.GII.R 57 ?,S,None,,,,None,,,,,Fo,1010673.599,1912304.59,2370,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR57@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,57@b,XVII,II,57 ?,57beta,ZXVII.GII.R 57 ?,SG,None,,,,None,,,,,Fo,1010674.354,1912308.936,2370,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR57@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,58@a,XVII,II,58 ?,58alpha,ZXVII.GII.R 58 ?,GS,None,,,,None,,,,,Fo,1010772.339,1912282.427,2334.24,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR58@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,58@c,XVII,II,58 ?,58gamma,ZXVII.GII.R 58 ?,GS,None,,,,None,,,,,Fo,1010789.868,1912287.413,2333.5,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR58@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,58@d,XVII,II,58 ?,58delta,ZXVII.GII.R 58 ?,S,None,,,,None,,,,,Fo,1010768.829,1912308.125,2346.3,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR58@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,58@e,XVII,II,58 ?,58epsilon,ZXVII.GII.R 58 ?,S,None,,,,None,,,,,Fo,1010775.457,1912305.216,2343.71,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR58@e.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,58@h,XVII,II,58 ?,58theta,ZXVII.GII.R 58 ?,S,None,,,,None,,,,,Fo,1010818.098,1912310.85,2332.4,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR58@h.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,59@a,XVII,II,59 ?,59alpha,ZXVII.GII.R 59 ?,SG,None,,,,None,,,,,Fo,1010825.582,1912293.965,2329.12,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR59@a-fig1-16.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,59@b,XVII,II,59 ?,59beta,ZXVII.GII.R 59 ?,SG,None,,,,None,,,,,Fo,1010828.545,1912295.592,2328.5,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR59@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,59@d,XVII,II,59 ?,59delta,ZXVII.GII.R 59 ?,SG,None,,,,None,,,,,Fo,1010827.22,1912302.904,2330,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR59@d.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,59@e,XVII,II,59 ?,59epsilon,ZXVII.GII.R 59 ?,S,None,,,,None,,,,,Fo,1010822.632,1912310.85,2330.88,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR59@e.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,59@g,XVII,II,59 ?,59eta,ZXVII.GII.R 59 ?,SG,None,,,,None,,,,,Fo,1010820.57,1912309.912,2331.5,9,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR59@g.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,60@a,XVII,II,60 ?,60alpha,ZXVII.GII.R 60 ?,S,A,,,,None,Butterfly Rock,4.04,Butterfly Rock,,Fo,1010850.907,1912293.036,2320.54,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR60@a-Fa.gif,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR60@a\P9190327.JPG
17,2,61@a,XVII,II,61 ?,61alpha,ZXVII.GII.R 61 ?,SG,None,,,,None,,,,,Fo,1010795.188,1912251.58,2324.9,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR61@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,61@b,XVII,II,61 ?,61beta,ZXVII.GII.R 61 ?,GS,None,,,,None,,,,,Fo,1010808.759,1912232.202,2310.57,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR61@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,62@a,XVII,II,62 ?,62alpha,ZXVII.GII.R 62 ?,SG,None,,,,None,,,,,Fo,1010844.921,1912221.159,2297.06,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR62@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,62@b,XVII,II,62 ?,62beta,ZXVII.GII.R 62 ?,GS,None,,,,None,,,,,Fo,1010855.744,1912227.172,2296.71,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR62@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,62@c,XVII,II,62 ?,62gamma,ZXVII.GII.R 62 ?,GS,None,,,,None,,,,,Fo,1010842.968,1912226.243,2301.26,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR62@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,62@d,XVII,II,62 ?,62delta,ZXVII.GII.R 62 ?,GS,None,,,,None,,,,,Fo,1010842.213,1912230.022,2303.76,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR62@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,63@a,XVII,II,63 ?,63alpha,ZXVII.GII.R 63 ?,G,None,,,,None,,,,,Fo,1010893.844,1912205.76,2274.96,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR63@a-Fa (Plan01).gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,63@b,XVII,II,63 ?,63beta,ZXVII.GII.R 63 ?,G,None,,,,None,,,,,Fo,1010891.971,1912208.72,2276.79,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR63@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,64@a,XVII,II,64 ?,64alpha,ZXVII.GII.R 64 ?,SG,None,,,,None,,4.01,,Attention prb probablement confusion avec la roche 74@a (cf plans de face),Fo,1010904.61,1912238.543,2284.5,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR64@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,64@b,XVII,II,64 ?,64beta,ZXVII.GII.R 64 ?,SG,None,,,,None,,,,,Fo,1010876.892,1912211.446,2282.38,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR64@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,64@c,XVII,II,64 ?,64gamma,ZXVII.GII.R 64 ?,SG,None,,,,None,,,,,Fo,1010860.832,1912214.28,2288.92,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR64@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,64@d,XVII,II,64 ?,64delta,ZXVII.GII.R 64 ?,GS,None,,,,None,,,,,Fo,1010892.746,1912265.448,2294.11,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR64@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,64@e,XVII,II,64 ?,64epsilon,ZXVII.GII.R 64 ?,GS,None,,,,None,,,,,Fo,1010853.318,1912258.651,2307.25,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR64@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,64@f,XVII,II,64 ?,64zeta,ZXVII.GII.R 64 ?,G,None,,,,None,,,,,Fo,1010851.428,1912253.192,2308.16,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR64@f.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,64@h,XVII,II,64 ?,64theta,ZXVII.GII.R 64 ?,G,None,,,,None,,,,,Fo,1010860.686,1912251.302,2302.75,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR64@h.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,65@a,XVII,II,65 ?,65alpha,ZXVII.GII.R 65 ?,GS,None,,,,None,,,,,Fo,1010925.29,1912237.925,2276.16,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR65@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,65@b,XVII,II,65 ?,65beta,ZXVII.GII.R 65 ?,GS,None,,,,None,,,,,Fo,1010927.368,1912240.381,2276.95,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR65@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,65@c,XVII,II,65 ?,65gamma,ZXVII.GII.R 65 ?,SG,None,,,,None,,,,,Fo,1010907.48,1912248.417,2287.09,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR65@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,66@a,XVII,II,66 ?,66alpha,ZXVII.GII.R 66 ?,SG,None,,,,None,,4.06,,,Fo,1010941.662,1912210.928,2266.56,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR66@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,66@b,XVII,II,66 ?,66beta,ZXVII.GII.R 66 ?,SG,None,,,,None,,,,,Fo,1010944.019,1912209.497,2265.27,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR66@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,67@a,XVII,II,67 ?,67alpha,ZXVII.GII.R 67 ?,SG,A,,,,None,,,,,Fo,1010929.204,1912187.129,2259.43,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR67@a.gif,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR67@a\P8140026.JPG
17,2,59@h,XVII,II,59 ?,59theta,ZXVII.GII.R 59 ?,SG,None,,,,None,,,,,Fo,1010816.859,1912308.586,2332.75,9,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR59@h.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,68@a,XVII,II,68 ?,68alpha,ZXVII.GII.R 68 ?,GS,A,,,,None,,,,,Fo,1010891.387,1912193.708,2270.09,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR68@a.jpg,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR68@a\P8140027.JPG
17,2,68@b,XVII,II,68 ?,68beta,ZXVII.GII.R 68 ?,GS,A,,,,None,Roche des Peaux,,,,Fo,1010884.72,1912190.078,2270,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR68@b (Plan10).gif,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR68@b\P8140028.JPG
17,2,69@a,XVII,II,69 ?,69alpha,ZXVII.GII.R 69 ?,GS,None,,,,None,Village de Skin Hill,,Village de Skin Hill,,Fo,1010855.599,1912186.602,2278.06,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR69@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,69@b,XVII,II,69 ?,69beta,ZXVII.GII.R 69 ?,GS,None,,,,None,,,,,Fo,1010865.235,1912181.123,2270.94,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR69@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,70@a,XVII,II,70 ?,70alpha,ZXVII.GII.R 70 ?,G,D,,,,None,,,,,Fo,1010863.534,1912172.243,2267.27,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR70@a-fig 1-11.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,71@a,XVII,II,71 ?,71alpha,ZXVII.GII.R 71 ?,SG,None,,,,None,,,,,Fo,1010919.211,1912168.164,2256.02,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR71@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,71@b,XVII,II,71 ?,71beta,ZXVII.GII.R 71 ?,SG,None,,,,None,,,,,Fo,1010919.211,1912173.077,2257.44,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR71@b-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,72@a,XVII,II,72 ?,72alpha,ZXVII.GII.R 72 ?,GS,None,,,,None,,,,,Fo,1010923.557,1912153.616,2250,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR72@a-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,73@a,XVII,II,73 ?,73alpha,ZXVII.GII.R 73 ?,SG,None,,,,None,,,,,Fo,1010939.359,1912153.117,2248.56,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR73@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,74@a,XVII,II,74 ?,74alpha,ZXVII.GII.R 74 ?,SG,None,,,,None,,,,Attention prb probablement confusion avec la roche 64@a (cf plans de face),Fo,1010945.117,1912164.506,2249.86,2,"D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR74@a-fig 3,4,22,23.jpg",D:\Base de Donnees\Images\SS_Image.bmp
17,2,74@b,XVII,II,74 ?,74beta,ZXVII.GII.R 74 ?,GS,A,,,,None,,,,,Fo,1010951.772,1912154.778,2247.01,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR74@b.gif,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR74@b\P8140025.JPG
17,2,74@c,XVII,II,74 ?,74gamma,ZXVII.GII.R 74 ?,GS,None,,,,None,,,,,Fo,1010975.275,1912140.491,2240.22,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR74@c-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,75@a,XVII,II,75 ?,75alpha,ZXVII.GII.R 75 ?,GS,A,,,,None,,,,,Fo,1010973.008,1912135.579,2238.89,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR75@a.gif,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR75@a\P8140023.JPG
17,2,75@b,XVII,II,75 ?,75beta,ZXVII.GII.R 75 ?,SG,A,,,,None,Roche érodée de Fontanalba,,,,Fo,1010978.636,1912119.582,2230,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR75@b.gif,D:\Base de donnees\Images\Photos Roches\ZXVII\ZXVIIGII\ZXVIIGIIR75@b\P9120338.JPG
17,2,75@c,XVII,II,75 ?,75gamma,ZXVII.GII.R 75 ?,SG,None,,,,None,,,,,Fo,1010983.36,1912113.347,2230,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR75@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,76@a,XVII,II,76 ?,76alpha,ZXVII.GII.R 76 ?,SG,None,,,,None,,,,,Fo,1010973.762,1912182.902,2254.23,2,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR76@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
17,2,77@a,XVII,II,77 ?,77alpha,ZXVII.GII.R 77 ?,GS,None,,,,None,,,,,Fo,1010918.744,1912107.868,2228.22,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR77@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
17,2,77@b,XVII,II,77 ?,77beta,ZXVII.GII.R 77 ?,SG,None,,,,None,,,,,Fo,1010916.666,1912115.992,2232.15,1,D:\Base de Donnees\Images\Images Faces\ZXVII\ZXVIIGII\ZXVIIGIIR77@b-fig 4-6.jpg,D:\Base de Donnees\Images\SS_Image.bmp
18,1,1@a,XVIII,I,1 ?,1alpha,ZXVIII.GI.R 1 ?,G,A,,,,None,,,,,Fo,1009774.397,1911799.337,2534.65,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR1@a (carre01) copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,2@a,XVIII,I,2 ?,2alpha,ZXVIII.GI.R 2 ?,GS,None,,,,None,,,,,Fo,1009802.142,1911791.845,2530.24,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR2@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,3@a,XVIII,I,3 ?,3alpha,ZXVIII.GI.R 3 ?,GS,A,,,,None,,,,,Fo,1009831.224,1912121.39,2521.56,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR3@a.gif,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR3@a\P9060133.JPG
18,1,3@b,XVIII,I,3 ?,3beta,ZXVIII.GI.R 3 ?,GS,None,,,,None,,,,,Fo,1009812.079,1912095.032,2520,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR3@b copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,4@a,XVIII,I,4 ?,4alpha,ZXVIII.GI.R 4 ?,GS,None,,,,None,,,,,Fo,1010107.262,1912105.019,2506.54,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR4@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
18,1,4@b,XVIII,I,4 ?,4beta,ZXVIII.GI.R 4 ?,GS,A,,,,None,,,,,Fo,1010107.169,1912103.933,2506.71,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR4@b.jpg,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR4@b\P9060137.JPG
18,1,5@a,XVIII,I,5 ?,5alpha,ZXVIII.GI.R 5 ?,G,D,,,,None,,,,,Fo,1010155.705,1912064.545,2499.64,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR5@a-C1.gif,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR5@a\P9060141.JPG
18,1,6@a,XVIII,I,6 ?,6alpha,ZXVIII.GI.R 6 ?,G,D,,,,None,,,,,Fo,1010091.129,1911999.488,2513.02,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR6@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
